user,timestamp,number_of_emails_dispatched,number_of_files_interacted,total_logon_attempts,usb_connection_incidents,nighttime_email_events,number_of_night_logons,trait_openness_score,trait_conscientiousness_score,trait_extraversion_score,trait_agreeableness_score,trait_neuroticism_score,weekday_index,is_weekend_day,email_volume_change_1d,logon_variation_1d,logon_rolling_average_7d,logon_to_email_event_ratio,usb_to_logon_ratio,file_to_email_ratio,email_volume_volatility_3d,logon_volatility_3d,predicted_threat_label
user_38000,2021-12-30 07:31:00,35,14,7,1,4,1,8,17,8,16,24,3,0,0.8299592693313973,1.6002852647172714,9.05245346929742,0.2,0.14,0.4,0.4806758790420579,0.17132733104621112,0
user_38001,2021-12-01 05:35:00,27,7,13,1,6,0,9,17,11,8,14,2,0,0.8566634102112989,1.8272507735094319,2.955007872685811,0.48,0.08,0.26,0.6398437141647785,0.2957430103506032,1
user_38002,2021-12-07 08:45:00,36,10,8,5,5,2,10,10,12,9,9,1,0,2.7984031222533794,3.057370487486265,8.778586761645903,0.22,0.62,0.28,0.35533511251949307,0.08441469980431165,1
user_38003,2022-02-13 20:19:00,33,8,8,2,2,3,11,16,19,8,9,6,1,6.2102446143259336,1.4928981699033175,8.145779577935274,0.24,0.25,0.24,0.4071911963535705,0.8693926923715593,0
user_38004,2021-11-04 04:37:00,28,8,9,2,2,2,16,17,12,18,12,3,0,2.585407386428055,3.412122692692785,9.227340130389493,0.32,0.22,0.29,0.5925191161556409,0.5483339878056495,0
user_38005,2022-01-08 11:22:00,24,9,7,0,1,1,10,17,9,13,18,5,1,1.1108729807468325,1.6002031226360227,6.947487216245768,0.29,0.0,0.38,0.33151462516949004,0.15241954444749073,0
user_38006,2021-12-08 23:29:00,27,10,10,1,1,2,8,15,11,19,9,2,0,4.12164528184907,1.1350608556874584,6.3453716869477566,0.37,0.1,0.37,0.4591632153493336,0.13570314995733612,0
user_38007,2021-11-12 16:04:00,24,11,5,1,1,1,9,15,14,14,17,4,0,1.4258159639511827,3.528175302670921,8.163107046578578,0.21,0.2,0.46,0.9528851148688784,0.7306288342329447,0
user_38008,2022-01-13 14:23:00,31,14,6,1,4,1,10,12,11,15,18,3,0,5.5180703464365255,3.150635406796288,9.08072256467521,0.19,0.17,0.45,0.8524735690059018,0.5071618367339161,0
user_38009,2022-02-27 21:05:00,27,12,14,0,5,1,19,14,13,11,12,6,1,2.0423316513622143,1.4442835518117092,7.611640814037402,0.52,0.0,0.44,0.32697743642821875,0.08615061784364575,0
user_38010,2021-12-20 06:54:00,22,5,9,1,2,0,10,12,12,13,15,0,0,1.699860879832049,3.0578170353294274,8.1869514563653,0.41,0.11,0.23,0.3897555631040323,0.9598627190751811,0
user_38011,2021-12-23 14:41:00,30,18,13,2,3,2,19,17,13,15,21,3,0,2.9478268014430093,3.167179750496408,9.220363507991037,0.43,0.15,0.6,0.45148089746024356,0.39357104256061826,0
user_38012,2022-01-09 07:38:00,25,16,6,2,2,0,18,16,9,14,15,6,1,3.1933670722196887,6.889499172309701,6.193894489424147,0.24,0.33,0.64,0.46637818449898827,0.5792659251632488,0
user_38013,2021-11-29 01:54:00,28,12,14,2,2,1,19,18,9,18,15,0,0,1.9872537848904854,1.4130940352709747,5.830152933940465,0.5,0.14,0.43,0.43519903580231384,0.7277480052927128,0
user_38014,2022-01-11 01:28:00,24,10,14,2,5,4,16,12,10,14,11,1,0,0.4164919202700039,3.9870477268648594,13.859378435839654,0.58,0.14,0.42,0.7654982854384891,0.2362863563492438,1
user_38015,2021-12-27 03:55:00,21,6,6,1,0,1,18,13,8,14,22,0,0,2.3499619668654654,4.972841850320937,2.1062701129518,0.29,0.17,0.29,0.5482671313283507,0.15889292906516353,0
user_38016,2022-02-08 09:00:00,23,6,7,2,3,3,14,9,12,10,16,1,0,3.070872405184505,2.5018742567998693,7.555813637574804,0.3,0.29,0.26,0.3952275249202339,0.8075102884309322,0
user_38017,2021-12-12 04:33:00,17,15,4,0,1,1,10,15,9,19,15,6,1,5.546248304488106,3.2698599313645893,8.158081436490054,0.24,0.0,0.88,0.46356917530581004,0.3891694558983206,0
user_38018,2021-12-14 13:15:00,22,13,10,0,1,1,15,8,14,12,12,1,0,1.9721098679392788,1.1458934061959187,7.927968048627873,0.45,0.0,0.59,0.4955855048145682,0.4785012567270791,0
user_38019,2022-02-05 01:16:00,33,7,7,1,6,1,10,9,19,16,21,5,1,2.502840023982924,4.680832561956865,8.434183134603941,0.21,0.14,0.21,0.4898009240385697,0.5941390026259177,1
user_38020,2021-11-11 01:53:00,30,10,8,5,4,2,8,14,19,19,16,3,0,3.781633612782116,0.3970525470754849,9.806514230714884,0.27,0.62,0.33,0.7372140008215939,0.8365695392663808,1
user_38021,2022-01-09 13:00:00,28,21,8,4,4,1,9,13,8,19,15,6,1,1.11326825740066,2.1686316143455056,6.832551300294543,0.29,0.5,0.75,0.7015379212785194,0.6427687822736191,0
user_38022,2022-02-01 14:00:00,24,6,3,3,2,1,11,15,13,16,10,1,0,1.7661292249542546,1.7377022150060366,8.245753294788067,0.12,1.0,0.25,0.7180343423436356,0.08277378083123677,0
user_38023,2022-01-21 04:21:00,21,9,12,1,2,4,11,14,11,15,24,4,0,6.492170609453838,3.2312105557473747,4.3390422632032735,0.57,0.08,0.43,0.7743567840829209,0.31558433135617725,1
user_38024,2021-12-20 19:56:00,26,9,13,1,2,4,16,15,15,15,23,0,0,2.0250469512382807,1.9104693486646647,9.588360416493446,0.5,0.08,0.35,0.21295621556208338,0.43577821023012836,1
user_38025,2021-12-09 21:51:00,30,11,11,0,2,5,14,18,9,17,11,3,0,0.691473790091476,3.4802461179559314,3.9692152996637784,0.37,0.0,0.37,0.46814404673737936,0.4749536304946232,1
user_38026,2022-02-04 07:23:00,38,15,4,1,6,0,9,8,18,16,24,4,0,3.9283328645297972,3.702110555860982,4.076559083788625,0.11,0.25,0.39,0.5385729141346611,0.15826212291850805,1
user_38027,2022-02-12 12:58:00,20,6,3,1,1,0,14,18,11,19,21,5,1,6.056560335408406,0.5149703732827753,4.658317825904188,0.15,0.33,0.3,0.8049724900091668,0.2339734377853182,0
user_38028,2021-12-07 22:27:00,25,8,5,0,1,1,12,19,11,19,17,1,0,6.80143256122879,1.5539912973196115,6.958663386611481,0.2,0.0,0.32,0.48551197849228034,0.24558629635186144,0
user_38029,2021-11-25 20:02:00,17,11,7,2,2,2,9,18,19,9,14,3,0,3.8127625749619094,4.493473390518623,4.979100964392725,0.41,0.29,0.65,0.5915866384011631,0.2977729716268494,0
user_38030,2022-02-11 17:28:00,20,4,9,1,0,3,12,11,8,9,16,4,0,1.0775708549884784,2.1632851974361076,9.171876110585531,0.45,0.11,0.2,0.34334248150703806,0.17644481893452002,0
user_38031,2021-12-31 01:32:00,25,15,12,1,1,3,8,9,19,11,19,4,0,5.59838118608123,1.0105411601665064,3.6037101816605843,0.48,0.08,0.6,0.5427023419801059,0.50338606323643,0
user_38032,2022-01-05 15:00:00,17,8,9,2,3,1,19,19,16,14,23,2,0,0.4618289761250858,3.282155103340375,4.573778015224467,0.53,0.22,0.47,0.5231243891493866,0.042686296767403153,0
user_38033,2021-11-19 09:33:00,30,11,14,1,4,7,18,19,17,15,12,4,0,0.14332836477391409,3.5159554872036773,4.934425023310958,0.47,0.07,0.37,0.7915472039736642,0.34135417566340975,1
user_38034,2021-11-08 15:48:00,16,13,11,4,1,4,11,16,16,9,16,0,0,6.2766600670102815,1.9186556774544359,6.666572720436153,0.69,0.36,0.81,0.40432088206909,0.12805106565369595,1
user_38035,2021-11-27 03:59:00,21,10,10,1,0,3,9,17,16,9,17,5,1,2.279029580919886,4.494763796674834,6.215304383999823,0.48,0.1,0.48,0.6404097360088032,0.5787359499038949,0
user_38036,2021-12-31 19:33:00,29,13,11,0,2,2,13,8,18,9,17,4,0,3.1661306544076844,3.0289006415546256,2.4133050720423967,0.38,0.0,0.45,0.8925418944279278,0.7829586872923476,0
user_38037,2022-02-05 15:48:00,28,5,8,1,2,2,13,17,19,10,11,5,1,2.036524843981579,2.7478504981261147,4.215870715163911,0.29,0.12,0.18,0.7685161406693922,0.4669437718701016,0
user_38038,2022-02-22 01:35:00,28,14,9,3,1,4,19,16,8,14,12,1,0,5.569998372435176,3.55146269339985,5.739074374516913,0.32,0.33,0.5,0.8798810925869689,0.37904745933431594,1
user_38039,2021-12-08 06:45:00,44,9,13,2,8,2,11,19,11,19,24,2,0,5.475448064056014,3.3102583024695624,7.035280494729391,0.3,0.15,0.2,0.2516947932340716,0.8606292741566839,1
user_38040,2022-02-05 20:24:00,22,10,8,0,1,2,15,15,19,15,14,5,1,3.0593706932653237,4.583219848026235,4.240980619275646,0.36,0.0,0.45,0.7947492746064474,0.10946575786538737,0
user_38041,2021-11-29 02:34:00,25,12,5,2,1,2,19,18,15,16,16,0,0,1.6198051725590787,1.6938038526583372,5.426491346988538,0.2,0.4,0.48,0.75420531447207,0.19140757992821586,0
user_38042,2021-12-26 02:57:00,30,18,12,2,1,2,9,18,16,16,23,6,1,1.2129912482522067,3.4587462779324776,3.5710467597350766,0.4,0.17,0.6,0.9880240755071061,0.8750008775784615,0
user_38043,2022-02-22 06:22:00,23,6,11,2,2,1,13,18,12,15,23,1,0,6.625370099707741,0.6701284897755433,3.9787380352599113,0.48,0.18,0.26,0.6315743215989202,0.015864164958386273,0
user_38044,2021-11-04 23:59:00,36,12,7,1,4,0,19,10,10,11,9,3,0,1.29985023181405,3.87568748427366,8.136782351827033,0.19,0.14,0.33,0.44141310729177174,0.07255807053906599,0
user_38045,2022-02-24 07:07:00,20,14,12,1,0,3,16,15,12,11,19,3,0,3.551016902105178,3.9966345380426,7.002871357241756,0.6,0.08,0.7,0.11407312822121746,0.1343275598215682,0
user_38046,2022-01-08 19:34:00,27,13,12,2,5,4,13,17,12,9,9,5,1,4.195073662075166,0.8985537530568788,5.616241837619663,0.44,0.17,0.48,0.4556102132796457,0.4006544058915709,1
user_38047,2022-01-30 12:32:00,24,12,4,0,1,1,10,13,13,19,10,6,1,0.36613655392451117,2.2235862585420456,4.017465773561588,0.17,0.0,0.5,0.3870489453005161,0.4361704849254451,0
user_38048,2022-01-02 14:15:00,30,12,14,1,4,5,16,16,10,16,14,6,1,3.0284080773190816,4.285234110569263,1.6794974663348157,0.47,0.07,0.4,0.5852353012322468,1.1292546146999942,1
user_38049,2021-12-14 11:57:00,24,6,10,4,3,1,14,9,16,16,22,1,0,3.693881878025579,3.0095324500936753,8.028551752722695,0.42,0.4,0.25,0.32461592647204673,0.37032441977140634,0
user_38050,2021-12-02 11:56:00,31,13,6,0,7,2,19,17,9,15,18,3,0,3.035934354653715,1.9741265076166439,5.031424729015083,0.19,0.0,0.42,0.35549434681649106,0.9209902435259149,1
user_38051,2022-01-24 10:12:00,24,10,13,1,1,1,18,10,13,19,20,0,0,2.304856187649503,2.8084600649944456,7.528217025186478,0.54,0.08,0.42,0.5355229051214806,0.17874233855841454,0
user_38052,2022-02-02 02:09:00,31,8,14,1,4,5,11,11,16,9,20,2,0,3.5190810532356047,2.637608162486136,10.291772868682724,0.45,0.07,0.26,0.38881174883951003,0.854668383508054,1
user_38053,2022-01-21 16:52:00,25,14,4,0,3,0,19,10,9,12,13,4,0,1.5899786255034865,2.504556096920923,6.752063798978453,0.16,0.0,0.56,0.5200655251092854,0.8569161061049042,0
user_38054,2022-02-22 15:20:00,24,7,6,1,0,0,15,19,15,13,13,1,0,6.125566120045823,4.171783803716759,6.966001935110026,0.25,0.17,0.29,0.7259180364640898,0.3340236142089385,0
user_38055,2022-02-18 00:40:00,16,13,9,3,1,2,9,14,19,10,14,4,0,4.848035902991603,4.20015883726766,2.2149879016483323,0.56,0.33,0.81,0.5690461445286346,0.31805151418238675,0
user_38056,2022-02-14 05:25:00,20,11,12,2,3,1,10,16,18,8,18,0,0,3.829988117648446,2.418331497317813,8.221093168676822,0.6,0.17,0.55,0.2687545200839708,0.03659430639783423,0
user_38057,2022-02-25 15:13:00,14,7,13,1,5,3,10,15,15,11,10,4,0,1.4462846236672047,3.2263148555393015,5.435076474362466,0.93,0.08,0.5,0.4795737706841529,0.046611246670778816,0
user_38058,2022-02-09 20:33:00,34,8,5,1,5,1,9,16,12,19,14,2,0,3.950800904387375,3.791440284886124,4.948074473620224,0.15,0.2,0.24,0.7281236297570822,0.49637483318696324,0
user_38059,2022-01-15 03:15:00,25,10,11,1,4,1,19,15,15,18,13,5,1,6.172490774207061,1.7323048810868227,6.904498405968383,0.44,0.09,0.4,0.3839684884962841,0.8161048320117972,0
user_38060,2022-02-22 05:36:00,24,8,13,2,0,2,8,15,8,17,10,1,0,1.1580594343550787,1.2646957588128105,3.046312601430268,0.54,0.15,0.33,0.5681145040707247,0.0921061934568676,0
user_38061,2022-02-21 20:44:00,25,10,7,0,4,0,18,19,10,14,19,0,0,0.5183869610306924,1.7590553562810107,5.220619214209393,0.28,0.0,0.4,0.5049264667130774,0.6115672372550719,0
user_38062,2021-12-14 08:08:00,21,8,9,4,2,2,16,9,11,14,22,1,0,3.383864484286269,1.9846286077078648,6.979739624892657,0.43,0.44,0.38,0.8691318310398923,0.2425469885882978,0
user_38063,2021-11-29 09:50:00,35,8,8,1,3,3,14,12,9,11,11,0,0,0.6104754534429624,4.639684419374323,2.377360111684204,0.23,0.12,0.23,0.6154072217557975,0.2786819608608402,0
user_38064,2022-02-09 20:16:00,15,12,10,2,1,1,13,9,8,8,21,2,0,2.8471838645390553,1.85782656625521,6.090287252936875,0.67,0.2,0.8,0.14387043976367658,0.44034649384827473,0
user_38065,2021-12-25 12:35:00,25,13,5,4,2,1,15,12,15,9,24,5,1,1.7788507609625213,4.5706335976090555,10.62327990927605,0.2,0.8,0.52,0.7725264235350395,0.6284778667317292,0
user_38066,2021-12-04 11:18:00,25,11,11,1,4,1,10,11,15,10,8,5,1,1.6727648618161368,4.409811963787888,7.001093576045948,0.44,0.09,0.44,0.45402851325419724,0.9512011521231045,0
user_38067,2022-02-28 14:08:00,24,13,10,0,1,2,9,10,15,10,15,0,0,4.923358593672645,3.118084362568701,8.970262760322562,0.42,0.0,0.54,0.3207376136679114,0.28586894240128236,0
user_38068,2022-01-23 14:54:00,28,12,3,1,4,0,19,10,14,17,16,6,1,2.1429920742558615,2.488420447236219,3.6636602885156693,0.11,0.33,0.43,0.5623293496398442,0.017992781517771894,0
user_38069,2022-01-23 13:07:00,23,11,3,1,2,0,12,10,19,11,12,6,1,1.7311998179737982,3.5509728785575043,7.184591288626152,0.13,0.33,0.48,0.5175241736192884,0.31620908890571614,0
user_38070,2022-01-09 17:00:00,25,9,4,1,2,0,14,11,8,18,18,6,1,4.856412078422785,4.079057494659606,4.847375046921335,0.16,0.25,0.36,0.7976866431891783,0.004273569501578478,0
