user,timestamp,number_of_emails_dispatched,number_of_files_interacted,total_logon_attempts,usb_connection_incidents,nighttime_email_events,number_of_night_logons,trait_openness_score,trait_conscientiousness_score,trait_extraversion_score,trait_agreeableness_score,trait_neuroticism_score,weekday_index,is_weekend_day,email_volume_change_1d,logon_variation_1d,logon_rolling_average_7d,logon_to_email_event_ratio,usb_to_logon_ratio,file_to_email_ratio,email_volume_volatility_3d,logon_volatility_3d,predicted_threat_label
user_31000,2021-10-21 03:30:00,22,4,10,1,4,2,16,4,11,18,14,3,0,1.358933,1.631194,2.017242,3.619063,3.924904,0.156635,0.211652,0.480116,1
user_31001,2021-08-05 07:25:00,3,8,13,3,1,0,12,4,9,13,10,3,0,1.071067,4.044477,4.937701,0.688143,1.536067,2.887298,0.311369,0.68845,1
user_31002,2021-10-21 22:33:00,43,2,10,1,1,0,4,8,7,2,17,3,0,3.458165,2.478597,2.795775,2.361886,0.577755,1.414812,0.426429,0.439676,1
user_31003,2021-10-27 19:37:00,50,19,6,4,4,4,8,13,3,6,3,2,0,2.382785,2.639754,2.853866,4.770875,1.316839,0.352711,0.921729,0.344901,0
user_31004,2021-08-30 15:27:00,14,3,5,0,4,5,8,2,10,10,8,0,0,0.496035,1.187377,2.497081,0.705115,1.715345,2.673401,0.858494,0.582818,0
user_31005,2021-10-15 22:01:00,1,13,20,4,4,2,1,14,1,20,14,4,0,2.583602,2.450632,0.998905,3.536397,2.021197,2.10155,0.25271,0.86371,1
user_31006,2021-09-08 08:48:00,22,10,26,5,7,4,16,14,9,20,20,2,0,4.41762,2.330898,0.173036,2.543649,1.652611,1.788231,0.858927,0.785197,0
user_31007,2021-08-03 10:43:00,32,2,27,3,1,4,3,3,11,1,9,1,0,1.406619,2.789592,1.136701,2.279372,0.404665,2.594693,0.882155,0.820023,1
user_31008,2021-08-07 11:40:00,47,18,13,1,10,5,18,5,1,3,2,5,1,2.785053,1.809283,4.168401,2.699153,1.888554,3.347077,0.728299,0.652837,0
user_31009,2021-09-22 04:35:00,33,7,2,3,8,3,20,0,7,6,2,2,0,4.70398,3.542298,3.666464,1.732152,3.88224,3.67389,0.257441,0.797326,0
user_31010,2021-08-28 10:08:00,24,1,28,2,4,3,16,13,17,8,5,5,1,3.422637,0.207849,1.507206,3.428587,2.366682,1.489621,0.882233,0.750386,0
user_31011,2021-10-13 12:09:00,44,19,15,5,5,5,12,3,18,6,11,2,0,3.468433,1.170198,1.82965,0.838144,4.564531,0.767992,0.597174,0.248318,0
user_31012,2021-09-04 09:36:00,42,11,11,2,0,0,5,14,11,6,1,5,1,0.38615,4.323314,3.660493,4.458521,3.563834,2.388383,0.251201,0.478482,1
user_31013,2021-09-11 10:34:00,48,8,17,2,7,0,5,15,16,1,16,5,1,0.168239,3.501226,4.602552,2.574418,2.61098,2.835193,0.843484,0.32319,1
user_31014,2021-09-06 13:08:00,1,5,28,4,2,2,16,18,12,16,5,0,0,4.096422,4.423034,3.716372,2.451412,2.840805,2.770203,0.997699,0.995162,0
user_31015,2021-10-06 18:32:00,7,12,4,2,7,5,0,5,14,19,5,2,0,0.180662,2.159437,3.630924,4.470917,4.126232,1.581689,0.64522,0.421447,1
user_31016,2021-08-23 06:38:00,14,10,1,4,2,1,19,16,17,9,7,0,0,3.001275,0.85758,0.281988,4.363896,1.693983,3.198298,0.580677,0.863303,0
user_31017,2021-09-12 20:13:00,30,19,4,3,0,1,13,9,18,9,18,6,1,2.069414,2.49488,4.023026,0.526247,4.838801,1.283947,0.258442,0.438234,0
user_31018,2021-09-06 15:00:00,37,1,23,3,0,1,17,12,4,4,6,0,0,0.842173,3.235212,0.532169,3.386887,0.324775,0.14747,0.643352,0.793575,1
user_31019,2021-08-13 20:30:00,3,2,2,1,1,4,12,0,3,6,10,4,0,4.678084,2.7932,4.989001,1.411245,2.173227,2.729651,0.352315,0.52713,1
user_31020,2021-08-11 05:36:00,19,11,16,5,6,1,14,16,14,8,11,2,0,4.337062,0.488036,2.260447,4.185165,3.172024,0.830128,0.558766,0.802793,0
user_31021,2021-08-01 03:12:00,18,0,18,2,9,1,8,12,14,12,8,6,1,4.697393,2.470803,0.679691,3.116274,3.897075,2.804146,0.753202,0.571135,1
user_31022,2021-10-18 13:30:00,48,18,10,1,3,0,12,11,12,2,9,0,0,4.947711,3.146057,3.626815,0.618963,1.618644,1.168125,0.715435,0.687107,0
user_31023,2021-10-28 15:35:00,36,13,23,5,10,3,17,1,4,3,15,3,0,3.258625,3.836867,0.241923,0.888678,1.718166,3.670103,0.862801,0.903726,0
user_31024,2021-08-17 04:41:00,38,8,7,1,9,3,11,12,12,8,19,1,0,0.905233,3.346991,0.437042,0.374298,0.47266,2.214633,0.910551,0.357357,1
user_31025,2021-08-25 16:54:00,10,6,28,4,1,0,18,1,5,16,20,2,0,0.646501,1.455101,3.249,3.090797,0.597976,2.488387,0.560156,0.966575,1
user_31026,2021-08-13 19:30:00,33,8,18,5,9,2,9,14,17,18,1,4,0,0.104137,2.24842,4.719258,1.635904,4.593271,2.617124,0.593704,0.344869,0
user_31027,2021-08-30 01:22:00,19,0,23,4,9,3,9,5,14,2,15,0,0,1.687983,4.567824,0.670177,0.132947,3.47272,1.197717,0.749156,0.594073,0
user_31028,2021-09-18 12:31:00,44,19,12,3,7,0,9,14,3,8,8,5,1,1.409455,4.810765,0.276531,0.208909,3.644407,1.352619,0.387679,0.653682,0
user_31029,2021-09-27 23:40:00,9,2,3,3,5,3,0,12,5,4,4,0,0,2.216569,2.829212,2.870821,1.272278,4.944056,4.589679,0.766386,0.646213,0
user_31030,2021-10-18 06:18:00,49,1,27,3,4,2,9,19,5,7,8,0,0,3.005901,2.743118,0.659732,0.602909,0.118472,3.362491,0.246705,0.813348,1
user_31031,2021-09-04 23:19:00,24,7,17,0,1,4,18,10,0,0,2,5,1,1.539299,4.885754,0.16803,4.306636,2.587512,0.899141,0.576052,0.638567,0
user_31032,2021-09-05 04:52:00,5,18,2,2,3,2,4,15,5,10,5,6,1,1.509878,1.993981,3.817092,1.747814,1.53722,4.1055,0.999411,0.24605,0
user_31033,2021-09-13 22:31:00,18,9,22,3,4,2,15,15,4,17,8,0,0,0.917738,2.101856,3.790931,1.496122,1.842341,3.714861,0.972202,0.701787,0
user_31034,2021-09-05 09:33:00,49,6,16,3,7,5,13,8,8,6,3,6,1,4.719414,4.746076,1.420803,2.955531,3.246456,0.310449,0.660805,0.732063,0
user_31035,2021-09-28 17:52:00,26,18,27,5,10,2,2,18,9,13,12,1,0,2.631007,2.63823,2.621217,0.435974,1.097276,2.411378,0.674982,0.226387,0
user_31036,2021-08-06 07:44:00,10,7,3,4,2,1,17,0,16,3,19,4,0,1.097704,0.946924,1.144905,2.600965,2.936066,4.631186,0.216409,0.518593,0
user_31037,2021-10-26 22:42:00,40,20,24,4,7,0,16,17,11,2,15,1,0,1.241246,1.026249,4.436617,3.056597,1.035113,0.464575,0.759077,0.812997,1
user_31038,2021-09-21 15:25:00,40,9,11,0,7,3,18,16,10,17,9,1,0,3.239952,4.981246,1.080487,4.72261,2.966553,0.770245,0.718115,0.828998,1
user_31039,2021-09-30 17:42:00,47,20,15,4,0,1,10,6,8,0,11,3,0,1.56011,4.732156,1.115696,2.11251,3.768794,3.716305,0.681243,0.454719,0
user_31040,2021-08-04 22:25:00,9,14,5,4,0,2,2,6,11,11,14,2,0,2.314486,1.423553,3.907277,4.309998,2.02562,0.62838,0.881349,0.797695,1
user_31041,2021-09-28 16:50:00,41,20,26,3,6,1,3,14,19,8,1,1,0,0.396019,4.78605,3.922227,1.689076,0.176084,3.123548,0.576005,0.828518,1
user_31042,2021-10-28 03:10:00,27,19,8,1,10,4,18,2,14,15,4,3,0,4.578795,3.562162,2.704396,2.434722,1.027747,1.598453,0.626959,0.740971,0
user_31043,2021-08-15 07:36:00,41,9,27,5,3,0,19,11,2,1,14,6,1,4.942934,3.550965,2.82406,3.722112,1.484936,0.48136,0.201427,0.259589,0
user_31044,2021-09-10 05:49:00,21,11,13,3,6,0,19,18,12,7,2,4,0,4.641855,3.687838,4.934452,0.785044,1.694291,4.528851,0.533787,0.96187,1
user_31045,2021-10-16 21:07:00,15,3,27,4,8,0,17,1,19,13,5,5,1,3.721113,3.602631,1.167079,1.476409,0.21575,0.807235,0.440086,0.949561,0
user_31046,2021-08-28 05:56:00,36,9,7,4,1,0,15,10,6,11,15,5,1,0.891968,1.691444,4.128447,3.666248,1.695969,2.087485,0.466791,0.484964,1
user_31047,2021-09-18 16:33:00,44,1,28,2,10,3,13,0,3,13,12,5,1,1.508278,2.003039,3.654203,0.534055,3.45264,1.835729,0.634022,0.350675,0
user_31048,2021-10-18 17:20:00,14,13,26,0,5,0,7,3,6,15,10,0,0,4.603282,1.764081,4.518305,4.428404,2.378262,3.734606,0.783678,0.590422,1
user_31049,2021-08-01 20:27:00,48,7,11,5,6,0,0,4,3,5,3,6,1,3.207805,4.335981,4.193859,3.32149,4.787297,3.390062,0.303876,0.375899,0
user_31050,2021-10-09 04:54:00,42,17,8,3,6,1,4,19,19,2,7,5,1,4.894626,3.023987,2.871351,4.362846,4.493851,1.7783,0.292287,0.293526,1
user_31051,2021-10-03 20:49:00,2,20,6,3,1,2,11,9,0,18,6,6,1,1.244101,2.26785,1.113946,4.482562,4.512761,0.763747,0.849065,0.531531,0
user_31052,2021-08-30 10:56:00,46,15,16,2,0,4,3,3,11,8,13,0,0,4.824923,2.845068,4.026662,3.347438,2.62938,2.578068,0.264559,0.928716,0
user_31053,2021-10-07 18:39:00,35,17,17,1,4,4,13,10,13,2,5,3,0,3.801076,4.189526,0.203362,2.581055,3.301944,4.161339,0.289167,0.360143,0
user_31054,2021-09-04 07:41:00,19,7,1,3,7,1,15,12,6,11,6,5,1,0.568399,0.720539,4.919608,1.984615,1.967351,4.263227,0.913743,0.888467,1
user_31055,2021-08-16 07:46:00,47,2,21,1,8,0,16,4,11,16,3,0,0,4.918965,0.247512,2.116557,4.195153,4.777513,1.293085,0.929736,0.932958,1
user_31056,2021-09-30 06:18:00,36,12,16,1,9,2,14,19,9,5,0,3,0,3.952896,1.702956,2.872466,1.35667,0.819257,1.688342,0.669227,0.968466,0
user_31057,2021-10-24 02:33:00,4,17,13,1,9,3,14,14,1,10,14,6,1,2.932532,0.575331,3.119392,2.916745,1.83322,2.093708,0.200661,0.791567,1
user_31058,2021-10-22 21:58:00,40,2,29,3,1,0,20,20,9,2,8,4,0,2.227807,4.527155,1.748907,2.243458,1.407789,0.527365,0.539614,0.344623,0
user_31059,2021-08-16 04:11:00,37,11,28,0,8,1,18,3,9,9,13,0,0,3.606449,2.240619,1.331477,4.373519,0.325376,2.960321,0.63197,0.220199,1
user_31060,2021-10-21 22:07:00,49,12,28,2,0,2,17,2,12,13,6,3,0,2.239166,2.010753,4.969993,2.764217,0.859151,0.105289,0.406185,0.622858,1
